0.29,0.10,0.31,0.13,0.29,0.14,0.28,0.20,0.27,0.26,0.33,0.13,0.35,0.20,0.34,0.17,0.30,0.25,0.29,0.34,0.28,0.41,0.32,0.25,0.34,0.34,0.34,0.41,0.30,0.09,0.30,0.09,0.00,0.00,0.31,0.10,1
0.17,0.06,0.15,0.09,0.14,0.09,0.13,0.15,0.15,0.14,0.16,0.09,0.17,0.12,0.18,0.12,0.17,0.20,0.20,0.25,0.17,0.34,0.18,0.19,0.21,0.26,0.19,0.36,0.17,0.04,0.17,0.04,0.15,0.06,0.00,0.00,1
0.17,0.06,0.15,0.09,0.15,0.09,0.13,0.15,0.16,0.15,0.16,0.09,0.17,0.13,0.18,0.12,0.17,0.20,0.20,0.25,0.17,0.33,0.18,0.19,0.21,0.25,0.19,0.37,0.17,0.04,0.17,0.04,0.15,0.06,0.00,0.00,1
0.17,0.06,0.15,0.09,0.15,0.09,0.13,0.15,0.16,0.16,0.17,0.09,0.18,0.14,0.19,0.12,0.17,0.20,0.21,0.23,0.18,0.31,0.18,0.19,0.21,0.23,0.18,0.29,0.17,0.06,0.00,0.00,0.15,0.06,0.00,0.00,1
0.17,0.06,0.15,0.10,0.15,0.10,0.14,0.15,0.16,0.17,0.17,0.09,0.00,0.00,0.00,0.00,0.17,0.20,0.22,0.22,0.18,0.27,0.18,0.19,0.22,0.21,0.20,0.28,0.17,0.06,0.00,0.00,0.15,0.06,0.00,0.00,1
0.17,0.07,0.16,0.10,0.15,0.10,0.14,0.16,0.16,0.17,0.17,0.10,0.18,0.16,0.19,0.13,0.17,0.20,0.23,0.20,0.20,0.26,0.18,0.20,0.00,0.00,0.00,0.00,0.17,0.06,0.17,0.06,0.15,0.06,0.00,0.00,1
0.17,0.07,0.16,0.10,0.15,0.10,0.14,0.16,0.16,0.19,0.17,0.10,0.18,0.16,0.19,0.13,0.17,0.21,0.23,0.20,0.20,0.27,0.18,0.20,0.23,0.19,0.20,0.26,0.17,0.06,0.00,0.00,0.16,0.07,0.00,0.00,1
0.18,0.08,0.16,0.11,0.15,0.11,0.14,0.16,0.16,0.20,0.17,0.10,0.19,0.16,0.20,0.13,0.17,0.22,0.23,0.19,0.21,0.26,0.19,0.20,0.00,0.00,0.00,0.00,0.17,0.07,0.00,0.00,0.16,0.07,0.00,0.00,1
0.18,0.08,0.17,0.11,0.15,0.11,0.14,0.16,0.16,0.20,0.17,0.11,0.19,0.15,0.20,0.13,0.18,0.22,0.24,0.17,0.23,0.24,0.19,0.20,0.18,0.26,0.18,0.38,0.17,0.07,0.00,0.00,0.16,0.08,0.00,0.00,1
0.18,0.08,0.17,0.11,0.16,0.11,0.15,0.17,0.16,0.21,0.17,0.11,0.19,0.16,0.20,0.13,0.18,0.23,0.19,0.32,0.18,0.40,0.19,0.21,0.00,0.00,0.00,0.00,0.18,0.08,0.00,0.00,0.16,0.08,0.00,0.00,1
