0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.37,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.18,0.11,0.17,0.16,0.14,0.16,0.13,0.21,0.13,0.23,0.18,0.15,0.21,0.19,0.24,0.20,0.17,0.27,0.17,0.35,0.17,0.45,0.20,0.26,0.21,0.34,0.21,0.44,0.17,0.11,0.00,0.00,0.16,0.11,0.00,0.00,0
0.17,0.11,0.16,0.16,0.14,0.17,0.12,0.21,0.13,0.23,0.18,0.15,0.21,0.19,0.24,0.21,0.17,0.27,0.17,0.35,0.17,0.45,0.20,0.26,0.21,0.35,0.21,0.44,0.17,0.11,0.00,0.00,0.15,0.12,0.00,0.00,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.37,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.16,0.12,0.15,0.17,0.13,0.19,0.12,0.23,0.13,0.23,0.17,0.15,0.20,0.19,0.21,0.20,0.17,0.27,0.17,0.35,0.17,0.45,0.19,0.25,0.21,0.34,0.23,0.44,0.15,0.12,0.00,0.00,0.14,0.13,0.00,0.00,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.15,0.13,0.15,0.17,0.13,0.20,0.13,0.25,0.15,0.23,0.17,0.15,0.21,0.21,0.18,0.19,0.17,0.27,0.17,0.35,0.17,0.44,0.19,0.25,0.21,0.33,0.23,0.41,0.15,0.12,0.00,0.00,0.14,0.13,0.00,0.00,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.15,0.13,0.15,0.19,0.13,0.21,0.15,0.25,0.17,0.22,0.16,0.16,0.18,0.19,0.20,0.20,0.17,0.27,0.17,0.35,0.17,0.44,0.19,0.24,0.21,0.29,0.24,0.37,0.15,0.13,0.00,0.00,0.13,0.14,0.00,0.00,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.42,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.15,0.13,0.15,0.19,0.13,0.21,0.16,0.25,0.18,0.21,0.16,0.16,0.18,0.19,0.00,0.00,0.17,0.26,0.18,0.35,0.17,0.44,0.19,0.23,0.21,0.25,0.24,0.32,0.14,0.13,0.00,0.00,0.13,0.14,0.00,0.00,0
0.15,0.13,0.15,0.19,0.13,0.21,0.16,0.25,0.18,0.21,0.15,0.16,0.18,0.19,0.18,0.19,0.18,0.26,0.17,0.35,0.17,0.44,0.19,0.23,0.22,0.24,0.25,0.31,0.14,0.13,0.00,0.00,0.13,0.14,0.00,0.00,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.21,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.42,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.15,0.31,0.13,0.38,0.14,0.37,0.22,0.37,0.27,0.35,0.26,0.35,0.35,0.36,0.42,0.36,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.14,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.37,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.14,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.37,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.15,0.14,0.14,0.20,0.13,0.22,0.15,0.27,0.17,0.27,0.15,0.16,0.18,0.17,0.20,0.15,0.18,0.25,0.18,0.35,0.17,0.44,0.20,0.21,0.24,0.17,0.28,0.15,0.14,0.14,0.00,0.00,0.13,0.15,0.00,0.00,2
0.14,0.14,0.14,0.20,0.13,0.22,0.15,0.28,0.17,0.27,0.15,0.16,0.18,0.17,0.19,0.15,0.18,0.25,0.18,0.34,0.17,0.44,0.20,0.21,0.23,0.17,0.00,0.00,0.14,0.14,0.00,0.00,0.13,0.15,0.00,0.00,0
0.14,0.14,0.14,0.20,0.13,0.22,0.14,0.28,0.17,0.27,0.15,0.17,0.18,0.17,0.19,0.15,0.18,0.26,0.18,0.34,0.17,0.44,0.19,0.22,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.13,0.15,0.00,0.00,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.14,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.42,0.37,0.27,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.14,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.42,0.37,0.27,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.14,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.42,0.37,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
0.35,0.09,0.37,0.13,0.35,0.13,0.33,0.14,0.31,0.13,0.38,0.14,0.37,0.22,0.36,0.27,0.35,0.26,0.35,0.35,0.36,0.44,0.37,0.26,0.37,0.35,0.37,0.44,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,0
