0.35,0.08,0.35,0.11,0.34,0.11,0.31,0.14,0.31,0.13,0.37,0.12,0.39,0.15,0.39,0.17,0.32,0.22,0.29,0.32,0.31,0.40,0.35,0.23,0.34,0.32,0.33,0.40,0.35,0.07,0.35,0.07,0.00,0.00,0.36,0.07,0.00,0.00,0.22,0.13,0.24,0.12,0.27,0.16,0.29,0.22,0.20,0.15,0.21,0.23,0.22,0.28,0.27,0.23,0.00,0.00,0.00,0.00,0.24,0.25,0.24,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.22,0.09,0.20,0.10,3
0.35,0.08,0.35,0.11,0.34,0.11,0.31,0.14,0.31,0.13,0.37,0.12,0.39,0.15,0.39,0.17,0.32,0.21,0.00,0.00,0.00,0.00,0.35,0.23,0.34,0.32,0.33,0.40,0.35,0.07,0.35,0.07,0.00,0.00,0.36,0.07,0.00,0.00,0.22,0.13,0.24,0.12,0.27,0.16,0.29,0.22,0.20,0.15,0.21,0.23,0.22,0.28,0.27,0.23,0.29,0.32,0.31,0.40,0.24,0.25,0.24,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.22,0.09,0.20,0.10,3
0.35,0.08,0.35,0.11,0.34,0.11,0.31,0.13,0.00,0.00,0.37,0.12,0.39,0.16,0.39,0.17,0.32,0.21,0.31,0.27,0.00,0.00,0.35,0.22,0.34,0.32,0.34,0.39,0.35,0.07,0.35,0.07,0.00,0.00,0.37,0.07,0.00,0.00,0.22,0.14,0.24,0.12,0.27,0.16,0.29,0.23,0.20,0.15,0.21,0.23,0.22,0.28,0.27,0.24,0.29,0.33,0.31,0.40,0.24,0.26,0.24,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.09,0.20,0.10,3
0.35,0.08,0.35,0.11,0.34,0.11,0.31,0.12,0.31,0.13,0.37,0.12,0.38,0.15,0.39,0.16,0.32,0.22,0.30,0.28,0.00,0.00,0.35,0.23,0.34,0.33,0.33,0.40,0.35,0.07,0.35,0.07,0.00,0.00,0.37,0.08,0.00,0.00,0.23,0.14,0.24,0.12,0.27,0.16,0.29,0.23,0.20,0.15,0.21,0.23,0.22,0.28,0.27,0.24,0.29,0.33,0.31,0.41,0.24,0.26,0.24,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.09,0.21,0.10,3
0.35,0.08,0.35,0.12,0.34,0.11,0.31,0.12,0.31,0.14,0.37,0.12,0.38,0.15,0.39,0.16,0.32,0.22,0.30,0.28,0.30,0.44,0.35,0.23,0.35,0.32,0.34,0.40,0.35,0.07,0.35,0.07,0.00,0.00,0.37,0.08,0.00,0.00,0.23,0.14,0.24,0.12,0.27,0.17,0.29,0.23,0.20,0.15,0.21,0.23,0.22,0.28,0.27,0.24,0.29,0.33,0.00,0.00,0.25,0.26,0.24,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.09,0.21,0.10,3
0.35,0.08,0.35,0.12,0.34,0.11,0.31,0.13,0.30,0.15,0.37,0.13,0.39,0.17,0.38,0.16,0.32,0.23,0.00,0.00,0.00,0.00,0.35,0.24,0.35,0.34,0.34,0.41,0.35,0.07,0.35,0.07,0.00,0.00,0.37,0.08,0.00,0.00,0.23,0.14,0.25,0.12,0.27,0.17,0.29,0.23,0.21,0.15,0.21,0.23,0.22,0.28,0.27,0.24,0.29,0.34,0.30,0.44,0.24,0.26,0.24,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.10,0.21,0.11,3
0.35,0.08,0.35,0.12,0.34,0.11,0.31,0.13,0.30,0.15,0.37,0.12,0.39,0.19,0.38,0.16,0.32,0.23,0.00,0.00,0.00,0.00,0.35,0.24,0.35,0.34,0.34,0.41,0.35,0.07,0.35,0.07,0.00,0.00,0.37,0.08,0.00,0.00,0.23,0.14,0.25,0.12,0.27,0.17,0.29,0.23,0.21,0.15,0.21,0.23,0.22,0.28,0.27,0.24,0.29,0.34,0.30,0.44,0.24,0.26,0.24,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.09,0.21,0.11,3
0.35,0.08,0.35,0.12,0.34,0.11,0.31,0.13,0.30,0.15,0.37,0.13,0.39,0.17,0.38,0.16,0.32,0.22,0.00,0.00,0.00,0.00,0.35,0.24,0.35,0.32,0.34,0.39,0.35,0.07,0.35,0.07,0.00,0.00,0.37,0.08,0.00,0.00,0.23,0.14,0.25,0.12,0.27,0.17,0.29,0.23,0.21,0.15,0.21,0.23,0.22,0.28,0.27,0.24,0.29,0.34,0.30,0.44,0.25,0.26,0.24,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.09,0.21,0.11,3
0.00,0.00,0.23,0.14,0.25,0.13,0.27,0.17,0.29,0.23,0.21,0.16,0.21,0.23,0.22,0.28,0.28,0.25,0.29,0.34,0.29,0.44,0.25,0.26,0.23,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.10,0.21,0.11,0.35,0.08,0.35,0.12,0.34,0.11,0.31,0.13,0.30,0.15,0.37,0.13,0.39,0.17,0.37,0.15,0.32,0.23,0.00,0.00,0.00,0.00,0.35,0.24,0.35,0.34,0.34,0.40,0.35,0.07,0.36,0.07,0.00,0.00,0.37,0.08,3
0.00,0.00,0.23,0.14,0.26,0.13,0.27,0.17,0.29,0.23,0.21,0.16,0.22,0.23,0.22,0.29,0.28,0.25,0.29,0.34,0.29,0.44,0.25,0.26,0.23,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.10,0.21,0.11,0.35,0.08,0.35,0.12,0.34,0.11,0.31,0.14,0.30,0.16,0.37,0.13,0.38,0.19,0.37,0.15,0.32,0.22,0.00,0.00,0.00,0.00,0.35,0.24,0.35,0.31,0.00,0.00,0.35,0.07,0.36,0.08,0.00,0.00,0.37,0.08,3
0.35,0.08,0.35,0.12,0.34,0.11,0.31,0.13,0.30,0.16,0.37,0.13,0.38,0.19,0.37,0.15,0.32,0.22,0.00,0.00,0.00,0.00,0.35,0.23,0.35,0.31,0.00,0.00,0.00,0.00,0.36,0.08,0.00,0.00,0.37,0.08,0.00,0.00,0.23,0.14,0.26,0.13,0.28,0.17,0.29,0.24,0.21,0.16,0.22,0.23,0.23,0.29,0.28,0.25,0.29,0.34,0.29,0.45,0.25,0.27,0.23,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.10,0.21,0.11,3
0.35,0.08,0.35,0.12,0.34,0.11,0.31,0.14,0.30,0.16,0.37,0.13,0.38,0.19,0.37,0.15,0.32,0.22,0.30,0.23,0.00,0.00,0.35,0.23,0.35,0.31,0.00,0.00,0.00,0.00,0.36,0.08,0.00,0.00,0.37,0.08,0.00,0.00,0.23,0.14,0.26,0.13,0.28,0.17,0.29,0.24,0.21,0.16,0.22,0.23,0.23,0.29,0.28,0.26,0.29,0.34,0.29,0.45,0.25,0.27,0.23,0.36,0.24,0.46,0.00,0.00,0.00,0.00,0.23,0.10,0.21,0.11,3
