0.34,0.17,0.37,0.21,0.40,0.21,0.42,0.27,0.00,0.00,0.35,0.22,0.32,0.31,0.00,0.00,0.41,0.39,0.00,0.00,0.00,0.00,0.36,0.39,0.31,0.49,0.00,0.00,0.00,0.00,0.34,0.16,0.00,0.00,0.35,0.16,0.13,0.13,0.12,0.17,0.12,0.17,0.11,0.23,0.15,0.27,0.10,0.19,0.00,0.00,0.00,0.00,0.12,0.34,0.15,0.46,0.00,0.00,0.10,0.33,0.09,0.45,0.00,0.00,0.13,0.12,0.00,0.00,0.12,0.13,0.00,0.00,0
0.34,0.17,0.37,0.21,0.40,0.21,0.42,0.27,0.00,0.00,0.35,0.22,0.32,0.31,0.00,0.00,0.40,0.39,0.00,0.00,0.00,0.00,0.36,0.39,0.31,0.49,0.00,0.00,0.00,0.00,0.34,0.16,0.00,0.00,0.35,0.16,0.14,0.13,0.12,0.19,0.12,0.19,0.11,0.24,0.14,0.27,0.11,0.17,0.00,0.00,0.00,0.00,0.12,0.33,0.15,0.46,0.00,0.00,0.10,0.33,0.09,0.45,0.00,0.00,0.13,0.12,0.00,0.00,0.12,0.13,0.00,0.00,0
0.34,0.17,0.38,0.21,0.40,0.21,0.42,0.28,0.00,0.00,0.35,0.22,0.32,0.31,0.00,0.00,0.40,0.38,0.00,0.00,0.00,0.00,0.36,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.16,0.00,0.00,0.35,0.16,0.14,0.13,0.12,0.17,0.12,0.17,0.10,0.22,0.14,0.27,0.13,0.16,0.00,0.00,0.00,0.00,0.13,0.33,0.15,0.47,0.00,0.00,0.11,0.33,0.09,0.46,0.00,0.00,0.13,0.12,0.00,0.00,0.12,0.13,0.00,0.00,0
0.34,0.17,0.38,0.21,0.41,0.21,0.42,0.28,0.00,0.00,0.35,0.22,0.32,0.31,0.00,0.00,0.40,0.39,0.42,0.49,0.00,0.00,0.36,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.16,0.00,0.00,0.36,0.16,0.14,0.12,0.13,0.16,0.12,0.16,0.10,0.22,0.13,0.26,0.13,0.16,0.00,0.00,0.00,0.00,0.12,0.34,0.15,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.12,0.00,0.00,0.12,0.13,0.00,0.00,0
0.34,0.17,0.38,0.21,0.41,0.21,0.42,0.27,0.00,0.00,0.35,0.22,0.32,0.31,0.00,0.00,0.40,0.39,0.42,0.49,0.00,0.00,0.37,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.16,0.00,0.00,0.36,0.16,0.14,0.12,0.13,0.17,0.12,0.16,0.10,0.22,0.13,0.26,0.13,0.16,0.16,0.24,0.17,0.19,0.13,0.34,0.15,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.12,0.00,0.00,0.12,0.13,0.00,0.00,0
0.34,0.17,0.38,0.21,0.41,0.21,0.42,0.27,0.00,0.00,0.35,0.22,0.32,0.29,0.00,0.00,0.40,0.39,0.00,0.00,0.00,0.00,0.37,0.38,0.32,0.49,0.00,0.00,0.00,0.00,0.35,0.16,0.00,0.00,0.36,0.16,0.14,0.12,0.13,0.16,0.12,0.16,0.10,0.22,0.13,0.26,0.13,0.16,0.16,0.24,0.17,0.19,0.13,0.34,0.15,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.11,0.00,0.00,0.12,0.13,0.00,0.00,0
0.34,0.17,0.38,0.21,0.41,0.21,0.00,0.00,0.00,0.00,0.35,0.22,0.33,0.29,0.00,0.00,0.41,0.39,0.00,0.00,0.00,0.00,0.37,0.39,0.32,0.49,0.00,0.00,0.00,0.00,0.35,0.16,0.00,0.00,0.36,0.16,0.14,0.12,0.12,0.16,0.12,0.16,0.09,0.22,0.13,0.26,0.13,0.16,0.00,0.00,0.00,0.00,0.13,0.34,0.15,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.11,0.00,0.00,0.12,0.12,0.00,0.00,0
0.14,0.12,0.12,0.16,0.12,0.16,0.09,0.22,0.13,0.25,0.13,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.35,0.00,0.00,0.00,0.00,0.14,0.11,0.00,0.00,0.12,0.12,0.00,0.00,0.35,0.17,0.38,0.21,0.42,0.21,0.00,0.00,0.00,0.00,0.35,0.22,0.34,0.29,0.00,0.00,0.41,0.39,0.00,0.00,0.00,0.00,0.37,0.39,0.32,0.49,0.00,0.00,0.00,0.00,0.35,0.16,0.00,0.00,0.37,0.16,0
0.15,0.12,0.13,0.17,0.12,0.16,0.09,0.22,0.13,0.25,0.14,0.17,0.17,0.25,0.19,0.21,0.13,0.35,0.15,0.47,0.00,0.00,0.15,0.35,0.00,0.00,0.00,0.00,0.14,0.11,0.00,0.00,0.12,0.12,0.00,0.00,0.35,0.17,0.38,0.21,0.42,0.21,0.00,0.00,0.00,0.00,0.36,0.22,0.34,0.31,0.00,0.00,0.41,0.38,0.00,0.00,0.00,0.00,0.37,0.38,0.32,0.48,0.00,0.00,0.00,0.00,0.35,0.16,0.00,0.00,0.37,0.16,0
0.15,0.11,0.13,0.17,0.12,0.16,0.09,0.21,0.13,0.25,0.14,0.17,0.17,0.25,0.20,0.22,0.13,0.35,0.00,0.00,0.00,0.00,0.15,0.35,0.00,0.00,0.00,0.00,0.14,0.11,0.00,0.00,0.12,0.12,0.00,0.00,0.35,0.17,0.38,0.21,0.42,0.21,0.00,0.00,0.00,0.00,0.36,0.22,0.34,0.29,0.33,0.35,0.41,0.38,0.00,0.00,0.00,0.00,0.37,0.38,0.32,0.48,0.00,0.00,0.00,0.00,0.35,0.16,0.00,0.00,0.37,0.16,0
