0.18,0.11,0.17,0.15,0.15,0.15,0.13,0.21,0.16,0.19,0.19,0.15,0.20,0.20,0.20,0.24,0.15,0.26,0.13,0.34,0.12,0.42,0.18,0.26,0.21,0.34,0.21,0.42,0.18,0.11,0.00,0.00,0.16,0.11,0.00,0.00,0.33,0.09,0.34,0.14,0.34,0.13,0.00,0.00,0.00,0.00,0.35,0.14,0.32,0.17,0.32,0.14,0.33,0.25,0.31,0.33,0.32,0.42,0.35,0.25,0.37,0.33,0.40,0.41,0.00,0.00,0.33,0.09,0.00,0.00,0.34,0.09,0
0.18,0.11,0.17,0.15,0.15,0.15,0.13,0.21,0.16,0.19,0.19,0.15,0.20,0.20,0.20,0.24,0.15,0.26,0.13,0.34,0.12,0.42,0.19,0.26,0.21,0.34,0.21,0.42,0.18,0.11,0.00,0.00,0.17,0.11,0.00,0.00,0.33,0.09,0.34,0.14,0.34,0.13,0.00,0.00,0.00,0.00,0.35,0.14,0.32,0.17,0.32,0.13,0.33,0.25,0.31,0.33,0.32,0.42,0.35,0.25,0.37,0.33,0.39,0.41,0.00,0.00,0.33,0.09,0.00,0.00,0.34,0.09,0
0.18,0.11,0.17,0.15,0.15,0.14,0.13,0.21,0.16,0.19,0.19,0.15,0.20,0.20,0.21,0.24,0.15,0.26,0.13,0.34,0.12,0.42,0.19,0.26,0.21,0.35,0.21,0.42,0.18,0.11,0.00,0.00,0.17,0.11,0.00,0.00,0.33,0.09,0.34,0.13,0.34,0.13,0.00,0.00,0.00,0.00,0.35,0.14,0.32,0.17,0.32,0.13,0.33,0.25,0.31,0.33,0.32,0.42,0.35,0.25,0.37,0.34,0.40,0.42,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.09,0
0.33,0.09,0.34,0.13,0.34,0.13,0.00,0.00,0.00,0.00,0.35,0.14,0.31,0.17,0.31,0.13,0.33,0.25,0.31,0.33,0.32,0.42,0.34,0.25,0.36,0.34,0.40,0.42,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.09,0.18,0.11,0.17,0.14,0.15,0.14,0.13,0.21,0.16,0.19,0.19,0.14,0.20,0.20,0.21,0.24,0.16,0.26,0.13,0.34,0.12,0.42,0.19,0.26,0.21,0.34,0.21,0.42,0.18,0.11,0.00,0.00,0.17,0.11,0.00,0.00,0
0.18,0.11,0.17,0.14,0.15,0.14,0.13,0.21,0.16,0.19,0.19,0.14,0.20,0.20,0.21,0.24,0.15,0.26,0.13,0.34,0.12,0.42,0.19,0.26,0.21,0.35,0.21,0.42,0.18,0.11,0.18,0.10,0.17,0.11,0.00,0.00,0.33,0.09,0.34,0.13,0.34,0.13,0.00,0.00,0.00,0.00,0.34,0.13,0.31,0.17,0.31,0.13,0.33,0.25,0.31,0.34,0.31,0.42,0.34,0.25,0.36,0.34,0.39,0.41,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.09,0
0.18,0.11,0.17,0.14,0.15,0.14,0.14,0.21,0.16,0.19,0.19,0.14,0.20,0.21,0.21,0.24,0.16,0.26,0.13,0.34,0.12,0.42,0.19,0.26,0.21,0.34,0.21,0.42,0.18,0.10,0.18,0.10,0.17,0.11,0.00,0.00,0.33,0.09,0.34,0.13,0.34,0.13,0.32,0.15,0.31,0.13,0.34,0.13,0.31,0.16,0.31,0.13,0.32,0.24,0.31,0.34,0.31,0.42,0.34,0.25,0.35,0.34,0.39,0.42,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.09,0
0.18,0.11,0.17,0.14,0.15,0.14,0.14,0.21,0.17,0.17,0.19,0.14,0.20,0.20,0.21,0.24,0.16,0.26,0.13,0.34,0.12,0.41,0.19,0.26,0.21,0.34,0.21,0.42,0.18,0.10,0.18,0.10,0.17,0.11,0.00,0.00,0.33,0.09,0.34,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.13,0.31,0.16,0.31,0.13,0.32,0.24,0.31,0.34,0.31,0.44,0.34,0.24,0.34,0.34,0.38,0.41,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.09,0
0.18,0.11,0.17,0.14,0.15,0.14,0.14,0.21,0.17,0.17,0.19,0.14,0.20,0.21,0.21,0.24,0.16,0.26,0.13,0.34,0.12,0.42,0.19,0.26,0.21,0.34,0.21,0.42,0.18,0.10,0.18,0.10,0.17,0.11,0.00,0.00,0.32,0.09,0.34,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.13,0.31,0.16,0.30,0.13,0.32,0.24,0.31,0.34,0.32,0.44,0.34,0.24,0.34,0.34,0.38,0.41,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.09,0
0.18,0.11,0.17,0.14,0.15,0.14,0.14,0.21,0.17,0.17,0.19,0.14,0.20,0.20,0.21,0.24,0.16,0.26,0.13,0.34,0.12,0.41,0.19,0.26,0.21,0.34,0.21,0.42,0.18,0.10,0.18,0.10,0.17,0.11,0.00,0.00,0.32,0.08,0.34,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.12,0.31,0.16,0.30,0.13,0.33,0.24,0.31,0.34,0.31,0.44,0.33,0.24,0.34,0.34,0.38,0.40,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.09,0
0.18,0.11,0.17,0.14,0.15,0.14,0.14,0.21,0.17,0.17,0.19,0.14,0.20,0.20,0.21,0.24,0.16,0.26,0.13,0.34,0.12,0.41,0.19,0.26,0.21,0.34,0.21,0.42,0.18,0.10,0.18,0.10,0.17,0.11,0.00,0.00,0.32,0.08,0.34,0.12,0.35,0.13,0.37,0.17,0.35,0.22,0.34,0.12,0.31,0.16,0.29,0.13,0.34,0.24,0.31,0.33,0.32,0.44,0.33,0.24,0.33,0.33,0.37,0.40,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.09,0
0.18,0.11,0.17,0.14,0.15,0.14,0.14,0.21,0.17,0.17,0.19,0.14,0.20,0.20,0.21,0.24,0.16,0.26,0.14,0.34,0.12,0.41,0.19,0.26,0.21,0.34,0.21,0.42,0.18,0.10,0.18,0.10,0.17,0.11,0.00,0.00,0.32,0.08,0.34,0.12,0.35,0.13,0.37,0.17,0.35,0.22,0.33,0.12,0.31,0.16,0.28,0.14,0.34,0.24,0.32,0.33,0.32,0.42,0.32,0.24,0.32,0.33,0.37,0.39,0.00,0.00,0.33,0.08,0.00,0.00,0.34,0.08,0
